rs,Rep,SHL,RDW,SDW,TPB,TRL,TSRL,TNR,NWA,PRL,PC1,PC2,PC3
id53,3,17.9,0.055,0.059933333,0.114933333,274.4567,236.3333,13.3333,1.6433,38.1233,83.38986264,-0.289084002,-13.15313298
id54,3,15.5,0.0819,0.0619,0.1438,404.31,369.94,21,2.48,34.3700,103.427242,16.4489128,-5.735467628
id55,3,17.86666667,0.074,0.074466667,0.148466667,327.8567,293.2,16.3333,1.99,34.6533,95.80897099,12.10912353,26.51015148
id56,3,19.06666667,0.0478,0.067666667,0.115466667,239.37,204.36,12.3333,1.42,35.0067,120.1798871,31.78989486,13.34618613
id57,3,21.46666667,0.078633333,0.077766667,0.1564,420.12,383.81,20,2.5567,36.3100,-142.4580579,-143.7274527,28.3253932
id58,3,19.5,0.0408,0.065,0.1058,302.77,270.83,19,1.85,31.9400,-153.5126038,-150.3156676,42.37581715
id59,3,21.53333333,0.066733333,0.0746,0.141333333,438.5133,403.3167,22.6667,2.6267,35.1967,125.2397241,34.55570215,14.84642182
id60,3,24.86666667,0.0628,0.078166667,0.140966667,373.7733,337.8833,19,2.2267,35.8933,104.5113734,19.84712601,23.32371296
id61,3,19.8,0.071566667,0.059766667,0.131333333,471.1633,435.75,26.3333,2.8867,35.4100,124.2958775,33.33132137,7.739528676
id62,3,21.5,0.0611,0.064,0.1251,351.3733,317.3167,19,2.1267,34.0633,123.9411708,32.55727594,7.644666698
id63,3,21.03333333,0.046866667,0.085266667,0.132133333,275.7333,236.83,12.6667,1.6033,38.9033,-35.77707015,-83.33523605,-3.438528582
id64,3,13.03333333,0.031233333,0.034366667,0.0656,172.7367,139.7933,9,1.01,32.9467,114.1647063,24.43587436,11.06921989
id65,3,10.1,0.031,0.019,0.05,96.1,66.58,3,0.36,29.5200,107.0549962,15.98556478,-9.669912013
id66,3,21.7,0.07795,0.0943,0.17225,332.225,294.85,16.5,2.015,37.3700,-160.9025162,-152.4549156,44.34098441
id67,3,15.1,0.029066667,0.047266667,0.076333333,140.1633,105.0967,5.9133,0.78,35.0667,-138.3321794,56.67320565,0.864405617
id68,3,18,0.020666667,0.040466667,0.061133333,255.4933,221.02,12.6667,1.5433,34.4733,109.5285293,21.48468149,1.588404519
id69,3,12.66666667,0.053633333,0.043066667,0.0967,257.3633,223.7367,13,1.49,33.6233,-122.4724964,36.61113576,-4.13286821
id70,3,26.73333333,0.062033333,0.108466667,0.1705,419.71,378.2333,19,2.56,41.4767,-124.1225244,41.23692161,1.663747177
id71,3,21.26666667,0.036633333,0.059566667,0.0962,403.3967,363.12,20,2.4633,40.2767,111.3603753,20.20855762,-10.03363704
id72,3,26.5,0.087533333,0.0967,0.184233333,354.9867,311.3867,16,2.0933,43.5967,-121.4428689,38.96535828,-4.161006211
id73,3,21.96666667,0.0723,0.070666667,0.142966667,336.42,299.6667,17,2.0267,36.7567,-110.2125444,25.80547462,-2.910198412
id74,3,19.13333333,0.064733333,0.060333333,0.125066667,419.6533,380.86,20,2.53,38.8000,-95.37473288,-0.38851012,4.906548213
id75,3,20.53333333,0.075066667,0.075966667,0.151033333,445.6867,403.6733,21,2.6533,42.0100,-139.3092615,58.45256289,-0.616545016
id76,3,26,0.076233333,0.127933333,0.204166667,406.2067,371.2267,21.3333,2.4633,34.9800,-120.7906924,36.78107392,0.893912911
id77,3,15.76666667,0.031033333,0.0479,0.078933333,138.48,102.17,6.3333,0.7767,36.3067,116.99398,28.49381958,-0.53572104
id78,3,22.96666667,0.062966667,0.068033333,0.131,240.56,206.54,12.3333,1.37,34.0200,122.686656,30.42682771,-2.712643941
id79,3,26.53333333,0.0956,0.0935,0.1891,770.8067,730.7767,37,4.6967,40.0267,113.3265397,21.76828027,-23.37369249
id80,3,22.76666667,0.053533333,0.059233333,0.112766667,292.4233,258.6467,15.3333,1.7767,33.7800,89.66942953,7.428479371,15.80915229
id81,3,18,0.0421,0.0488,0.0909,272.5733,231.4367,12.3333,1.6367,41.1400,91.90729679,11.74787531,38.78515452
id82,3,27.6,0.0542,0.065933333,0.120133333,321.5367,290.11,18.3333,1.94,31.4267,103.4669863,21.23726523,26.71836984
id83,3,23.46666667,0.0711,0.0674,0.1385,331.72,297.87,19,2.0133,33.8500,-136.4204518,56.9854534,0.498745528
id84,3,18.96666667,0.076066667,0.0548,0.130866667,389.0333,358.9467,23,2.37,30.0800,-152.4436371,-141.9919614,40.34640006
id85,3,24,0.069066667,0.067766667,0.136833333,510.7633,474.2733,26,3.1033,36.4933,-129.6576762,49.39851092,1.552255872
id86,3,20.9,0.08235,0.07515,0.1575,454.725,417.245,21.5,2.74,37.4800,-113.3891572,23.03195796,3.148100946
id87,3,12.95,0.0483,0.04985,0.09815,254.805,216.305,12,1.515,38.5000,-130.1006575,47.98620195,4.190580482
id88,3,14.56666667,0.0536,0.0546,0.1082,268.9233,231.12,13.3333,1.5933,37.8067,-130.0130216,47.59364946,4.100065527
id89,3,5.033333333,0.0244,0.010433333,0.034833333,39.51,25.4467,3.3333,0.2,14.0667,-133.892941,50.77945546,-0.699401394
id90,3,16.66666667,0.035166667,0.050133333,0.0853,179.9467,148.6233,9,1.01,31.3233,87.84784452,3.480102594,-16.84430158
id91,3,15.06666667,0.035966667,0.041866667,0.077833333,203.12,166.8633,9,1.2,36.2533,-138.5909361,57.29589327,1.095580424
id92,3,21.66666667,0.0474,0.049066667,0.096466667,261.6367,225.72,11.6667,1.4367,35.9200,94.34978339,11.32129984,4.945020873
id93,3,23.9,0.078533333,0.106166667,0.1847,512.11,465.9667,22.6667,3.0567,46.1467,89.63756959,8.107369647,-6.188970204
id94,3,19.5,0.0389,0.07825,0.11715,215.19,187.165,11,1.295,28.0250,-104.4682475,19.07217718,-0.626511606
id95,3,20.6,0.064733333,0.064133333,0.128866667,297.5267,258.7433,13.0333,1.74,38.7867,-129.352585,46.89211547,-0.517911272
id96,3,25.43333333,0.077766667,0.079866667,0.157633333,547.6767,509.8567,26.6667,3.2533,37.8200,82.00362824,0.660099732,-18.13191246
id97,3,23.6,0.0609,0.0747,0.1356,268.8933,235.4933,13,1.6433,33.4033,-131.9504194,51.34062912,-2.674782875
id98,3,17.43333333,0.053366667,0.041266667,0.094633333,259.7533,224.9,14.6667,1.4967,34.8567,-107.9435466,26.9319967,-5.956974295
id99,3,23.2,0.0712,0.064866667,0.136066667,390.1033,358.71,23.6667,2.38,31.3933,-100.1248391,15.00897195,-0.037068992
id100,3,0,0,0,0,,,,,,-98.43418654,11.38191323,-2.169409935
id101,3,25.76666667,0.0809,0.072233333,0.153133333,442,408.2167,24.6667,2.7067,33.7867,-128.778681,42.61772351,-0.551333853
id102,3,22.1,0.0679,0.0737,0.1416,411.2333,377.7033,21.6667,2.4833,33.5267,-98.94541965,8.132264958,0.231918844
id103,3,23.4,0.0268,0.0376,0.0644,116.085,85.02,5,0.64,31.0650,-125.2189584,42.48772796,-2.077485578
id104,3,28.03333333,0.074466667,0.0937,0.168166667,370.6833,328.4133,16.3333,2.1767,42.2667,103.1676103,17.08213023,20.48940339
id105,3,20.73333333,0.059733333,0.058733333,0.118466667,247.94,215.2167,13.3333,1.4967,32.7233,102.0489977,16.63786633,0.907401839
id106,3,15.4,0.0433,0.053833333,0.097133333,212.1233,177.4567,10.6667,1.26,34.6700,99.32878798,-181.4133194,55.60680594
id107,3,20.03333333,0.0607,0.063933333,0.124633333,244.8367,211.3633,11.6667,1.4167,33.4733,117.9392367,25.71087126,-7.844138702
id108,3,21.56666667,0.0534,0.084666667,0.138066667,263.4933,227.8367,13.3333,1.5967,35.6600,-123.6431009,39.45039399,-5.720202345
id109,3,19.6,0.049333333,0.049966667,0.0993,208.0067,175.9667,10.6667,1.2567,32.0367,99.42108426,11.82691226,-16.06601356
id110,3,23.9,0.075833333,0.083266667,0.1591,432.3033,395.9533,20,2.56,36.3467,99.67241336,13.90917049,7.896650093
id111,3,22.23333333,0.0693,0.096566667,0.165866667,339.42,303.19,17.6667,2.0867,36.2267,5.236267904,-52.98090672,15.66492023
id112,3,19.2,0.067666667,0.0701,0.137766667,374.36,336.4167,17.6667,2.2,37.9400,-155.3259197,-151.2532259,41.44028475
id113,3,0,0,0,0,,,,,,94.24445365,14.73447863,20.68977827
id114,3,21,0.073566667,0.062966667,0.136533333,,,,,,-88.137106,-6.221579849,-4.15955769
id115,3,20.86666667,0.069266667,0.078066667,0.147333333,199.1467,165.42,11.98,1.1933,33.7300,133.698449,38.84272981,-1.419570686
id116,3,16.46666667,0.038066667,0.044333333,0.0824,215.0433,183.95,12.3333,1.2733,31.0933,-55.61672726,-44.85724005,1.738608734
id117,3,18.16666667,0.0456,0.053533333,0.099133333,249.28,212.7,11.3333,1.4833,36.5800,-77.30368945,-20.26488704,0.315323465
id118,3,23.2,0.072133333,0.084233333,0.156366667,495.8233,454.6567,23,3.0167,41.1667,113.5474841,22.51893543,19.14599959
id119,3,23.5,0.061633333,0.068433333,0.130066667,352.62,315.9833,17,2.11,36.6367,124.1212271,35.49450077,20.86954282
id120,3,20.15,0.0465,0.0479,0.0944,242.69,208.35,14,1.48,34.3400,95.05843729,-179.1737798,55.29203032
id121,3,23.06666667,0.0717,0.0678,0.1395,508.71,467.4167,23.6667,3.0833,41.2933,-134.5956766,53.34316037,-2.722902125
id122,3,20.9,0.113133333,0.1078,0.220933333,447.5167,404.4133,20.6667,2.6733,43.1033,-130.4788076,49.1222138,0.40652632
id123,3,15.9,0.0292,0.0356,0.0648,133.68,103.32,7,0.83,30.3600,-106.3881403,23.06264445,1.518139063
id124,3,21.66666667,0.078333333,0.0739,0.152233333,422.5167,382.56,19.6667,2.5533,39.9533,-114.1378882,26.36354054,6.917753361
id125,3,18.9,0.0539,0.0813,0.1352,236.7767,201.3733,10,1.3033,35.4067,97.6013526,-170.6748427,43.99153947
id126,3,17.5,0.0504,0.0561,0.1065,278.4133,238.1567,13,1.6833,40.2600,89.88801009,21.27262043,0.888245608
id127,3,18.25,0.0968,0.0732,0.17,286.595,243.98,11.5,1.68,42.6150,-134.7655701,53.77387738,-2.626851438
id128,3,24.36666667,0.057233333,0.076366667,0.1336,350.2967,315.6,18.6667,2.1133,34.6967,-129.7140942,49.53112163,0.140024353
id129,3,24.43333333,0.069733333,0.0545,0.124233333,444.5067,410.73,22.6667,2.6633,33.7800,80.45905503,-1.746140129,3.442112396
id130,3,17.8,0.03675,0.05135,0.0881,99.0867,75.16,5.6667,0.5633,23.9267,-107.2075243,21.16404313,-3.378365688
id131,3,14,0.04105,0.02865,0.0697,202.55,166.465,9.5,1.185,36.0850,-107.9972143,23.48655013,-1.056846256
id132,3,20.76666667,0.0571,0.088066667,0.145166667,415.775,375.02,22,2.495,40.7550,-145.7217466,66.776196,0.433175644
id133,3,18.93333333,0.032166667,0.039966667,0.072133333,272.78,239,14.6667,1.63,33.7833,-121.0662349,36.91327491,-2.070215325
id134,3,21.1,0.0654,0.085233333,0.150633333,427.3633,385.66,20.3333,2.5367,41.7033,-129.1312751,44.82075592,-1.572507377
id135,3,15.53333333,0.0513,0.082866667,0.134166667,221.65,187.6133,11,1.3267,34.0333,-125.5518794,38.61294325,-2.747867026
id136,3,21.1,0.054033333,0.064366667,0.1184,442.6233,406.68,21.6667,2.6267,35.9433,130.0259804,34.94354214,-3.687171813
id137,3,19.1,0.069833333,0.049066667,0.1189,513.9,480.9267,29,3.16,32.9700,118.9273555,28.4747047,5.157927591
id138,3,22.96666667,0.062,0.057733333,0.119733333,407.25,368.8667,20,2.4933,38.3867,87.56762922,6.952814007,6.010897851
id139,3,20.2,0.0633,0.044,0.1073,442.5633,409.2467,24.6667,2.6733,33.3133,108.9381536,23.39693902,11.39651924
id140,3,19.65,0.05315,0.07915,0.1323,300.505,267.745,15.5,1.775,32.7600,-128.8637772,48.62143054,1.75354634
id141,3,24.1,0.07035,0.0663,0.13665,296.315,258.74,14,1.78,37.5700,96.53344176,-179.0224275,47.02550129
id142,3,17.6,0.085666667,0.0543,0.139966667,375.18,336.7167,17.3333,2.2733,38.4633,110.6749944,18.06424387,-19.19985703
id143,3,20.36666667,0.055,0.061266667,0.116266667,404.3933,369.5467,19.3333,2.44,34.8500,-147.2728483,66.33520368,2.607933741
id144,3,25.5,0.078866667,0.076233333,0.1551,535.8467,496.5667,27.6667,3.28,39.2800,-104.9794006,14.78141244,1.294832743
id145,3,25.7,0.076966667,0.0756,0.152566667,486.2467,452.9067,28,2.9767,33.3400,86.45606908,-174.879441,33.13119964
id146,3,22.7,0.055766667,0.051633333,0.1074,345.5533,316.2567,21,2.1233,29.2967,-126.017493,41.84472826,1.88602557
id147,3,16.2,0.076766667,0.078833333,0.1556,300.73,267.59,15.6667,1.7967,33.1367,99.42136392,12.2857763,-19.15687609
id148,3,25.4,0.056833333,0.078066667,0.1349,449.5233,403.1833,20.3333,2.7067,46.3433,87.00468004,8.15293385,36.96828547
id149,3,19.7,0.0746,0.066966667,0.141566667,452.36,414.45,20.6667,2.7433,37.9067,85.64550334,3.692041631,21.09341667
id150,3,19.83333333,0.056333333,0.072233333,0.128566667,385.7567,346.86,18.6667,2.3433,38.8933,-153.1265315,-151.3427992,34.80325627
id151,3,22.16666667,0.068533333,0.080366667,0.1489,416.4133,385.7767,22.3333,2.54,30.6300,61.77675479,-11.47600764,9.151488894
id152,3,21.03333333,0.057,0.067266667,0.124266667,337.4033,297.16,17,2.0233,40.2433,139.7562226,44.28092416,5.569228539
id153,3,17.16666667,0.0439,0.043033333,0.086933333,273.85,242.23,13.6667,1.6067,31.6200,112.5964895,23.60621013,-6.895662065
id154,3,21.06666667,0.063366667,0.068733333,0.1321,434.9067,395.2367,21.3333,2.6433,39.6700,-125.8138134,37.71067976,1.422923936
id155,3,22.5,0.055666667,0.0594,0.115066667,247.9467,213.6467,10.6667,1.4333,34.2967,102.412242,17.12443124,5.289412662
id156,3,26.83333333,0.0649,0.0718,0.1367,452.6233,413.02,22.3333,2.7567,39.6033,117.4206515,24.82416001,-9.845730938
id157,3,19.5,0.071433333,0.059566667,0.131,409.6367,373.55,20.3333,2.5,36.0800,128.9740115,35.01325265,0.293221722
id158,3,20.3,0.0057,0.0654,0.0711,366.3,331.96,19.3333,2.2367,34.3400,-52.31196311,-45.2020804,-5.005230745
id159,3,20.56666667,0.055366667,0.064433333,0.1198,285.5933,248.5067,13.3333,1.6367,37.0833,-116.2158692,35.4026066,1.059698759
id160,3,18.6,0.069,0.061066667,0.130066667,275.6533,240.0233,13,1.6533,35.6267,96.4096244,12.88543949,12.26331401
id161,3,21,0.074833333,0.075566667,0.1504,345.2967,305.1733,15.6867,2.07,40.1233,-141.6256058,59.76858307,2.240837081
id162,3,26.53333333,0.062033333,0.074933333,0.136966667,477.9167,436.09,21.3333,2.8133,41.8267,-108.5463917,26.48005121,-0.972196148
id163,3,19.8,0.0622,0.055866667,0.118066667,362.6,332.9833,20.6667,2.2067,29.6167,113.1162423,23.08305913,-5.495476424
id164,3,22.23333333,0.079133333,0.0815,0.160633333,505.7933,472.6667,24.6667,3.04,33.1300,93.25576547,10.45773215,15.92219147
id165,3,25.83333333,0.0871,0.076333333,0.163433333,563.07,525.4967,27.7933,3.43,37.5700,103.6152975,13.63003106,-7.314901329
id166,3,24.16666667,0.105766667,0.102433333,0.2082,665.8467,619.1833,30.6667,4.0267,46.6667,-130.9410911,44.22227479,2.12745043
id167,3,24.96666667,0.060466667,0.072166667,0.132633333,385.2833,353.4267,23,2.36,31.8600,51.91699543,-29.56230032,-32.94298468
id168,3,27.23333333,0.0566,0.080333333,0.136933333,473.58,440.3333,24,2.8833,33.2433,106.2044937,19.32588929,10.86831326
id169,3,20.86666667,0.0553,0.0741,0.1294,507.9467,471.16,23.6667,3.0767,36.7867,-113.8761277,30.73983062,4.734727896
id170,3,21.06666667,0.062233333,0.0807,0.142933333,361.5133,326.24,17.6667,2.16,35.2767,-110.1899705,25.03761854,-2.053591579
id171,3,21.4,0.059533333,0.059966667,0.1195,416.7767,375.5833,20.6667,2.5367,41.1933,113.1966214,28.16014392,7.204171127
id172,3,21.66666667,0.053533333,0.0589,0.112433333,336.51,299.2667,16.3333,2.0333,37.2433,117.845062,26.28227569,11.8619728
id173,3,17.96666667,0.0405,0.058233333,0.098733333,226.37,190.5167,11.6667,1.31,35.8533,-71.61238611,-18.56321322,-1.932926789
id174,3,17,0.0694,0.06,0.1294,397.925,362.035,18.5,2.355,35.8850,-105.9789071,17.74756772,5.053125498
id175,3,18.6,0.055,0.064566667,0.119566667,323.06,284.48,15,1.96,38.5833,84.46549604,0.937811896,-2.324715671
id176,3,17.6,0.03605,0.03955,0.0756,297.655,262.725,14.5,1.765,34.9350,101.6195578,12.94486226,-15.29406902
id177,3,22.43333333,0.0537,0.062166667,0.115866667,381.1,351.29,20.4333,2.2633,29.8067,109.1270518,17.147996,-20.45425223
id178,3,25.4,0.0561,0.091566667,0.147666667,372.48,326.7767,16.3333,2.27,45.7000,-164.5811631,-158.0940912,48.40612254
id179,3,17.73333333,0.059033333,0.0583,0.117333333,283.53,239.0833,11,1.5833,44.4500,-129.5427051,44.77181844,6.833018092
id180,3,23.06666667,0.0693,0.076733333,0.146033333,444.54,404.74,20.6667,2.7067,39.8000,-107.8845144,26.99009781,-7.99541035
id181,3,19.26666667,0.051766667,0.054733333,0.1065,359.9733,320.76,16.3333,2.1733,39.2133,90.33893339,-177.6360705,50.73259481
id182,3,18.26666667,0.061566667,0.0425,0.104066667,352.7433,315.5567,17,2.0967,37.1867,100.303724,16.46851583,8.827727367
id183,3,24.73333333,0.0714,0.0714,0.1428,340.2133,298.1567,16.3333,1.9533,42.0567,-112.3863972,21.48634782,-1.835477218
id184,3,24.13333333,0.0887,0.079266667,0.167966667,379.6867,341.2133,17.3333,2.27,38.4733,-126.2906243,43.64030633,0.119903134
id185,3,27.6,0.0798,0.077566667,0.157366667,359.6633,321.7533,19,2.1933,37.9067,-97.62427099,9.582225127,-0.976655617
id186,3,18.9,0.051466667,0.0527,0.104166667,209.5033,173.71,9,1.2333,35.7933,-120.1702361,39.82290725,1.967113234
id187,3,19.66666667,0.027166667,0.074433333,0.1016,277.7,245.98,15.3333,1.68,31.7200,113.0382553,27.20556983,4.365638866
id188,3,19.06666667,0.039233333,0.050333333,0.089566667,257.76,223.81,14,1.4967,33.9500,92.17518698,6.893007429,-19.2643264
id189,3,25.3,0.0783,0.1055,0.1838,444.5833,400.79,20.6667,2.7067,43.7900,109.8929757,22.91990583,14.47277157
id190,3,21.13333333,0.065433333,0.071533333,0.136966667,359.16,323.2067,17,2.16,35.9533,-99.11538476,1.015802868,-1.594478178
id191,3,22.95,0.08395,0.084,0.16795,480.515,443.225,25,2.93,37.2900,-122.8850456,39.06368503,-0.924890145
id192,3,17.5,0.058666667,0.051133333,0.1098,317.87,286.16,16.3333,1.92,31.7033,102.8169627,16.69369159,-9.868149661
id193,3,16.9,0.043766667,0.0566,0.100366667,308.68,271.8333,16.6667,1.8333,36.8433,88.38526,5.958213327,-13.94616019
id194,3,17.56666667,0.06,0.057633333,0.117633333,318.3533,285.48,17.3333,1.9133,32.8733,90.38413586,5.369166769,4.346834897
id195,3,22.46666667,0.064966667,0.080633333,0.1456,369.05,334.1167,19.3333,2.2233,34.9267,-125.3010865,39.53090886,-1.661942553
id196,3,25.06666667,0.067133333,0.0712,0.138333333,401.3933,361.6133,18.6667,2.4533,39.7800,120.9873416,26.12693297,-17.58358854
id197,3,15.53333333,0.040566667,0.0321,0.072666667,140.9033,111.9133,6.3333,0.63,28.9900,99.78350416,19.12295006,29.95650661
id198,3,16.56666667,0.047866667,0.0518,0.099666667,282.2067,245.2667,13.3333,1.6467,36.9367,-128.7317153,47.46514897,1.765463965
id199,3,21.3,0.090266667,0.0716,0.161866667,460.9533,421.2233,22,2.7867,39.7267,-133.342664,52.21933882,0.175566003
id200,3,25.66666667,0.075633333,0.069233333,0.144866667,519.0467,483.6433,26,3.1567,35.4067,112.4239364,24.65553755,-10.01502479
id201,3,20.1,0.0859,0.078566667,0.164466667,336.7233,298.68,14.3333,1.8933,38.0367,-51.19505922,-29.92270503,5.419566315
id202,3,21.26666667,0.098966667,0.077733333,0.1767,363.28,322.58,16.3333,2.1433,40.7033,-129.9822002,45.90921433,2.598046592
id203,3,18.5,0.064733333,0.0583,0.123033333,317.16,280.1133,15.3333,1.8667,37.0400,53.41988037,-155.7528434,11.71259241
id204,3,18.26666667,0.078033333,0.063233333,0.141266667,260.1233,225.52,12.6667,1.58,34.6000,-160.0253217,-151.9955152,40.10670828
id205,3,14.96666667,0.054533333,0.049133333,0.103666667,160.09,124.36,9.3333,0.93,35.7333,90.50131096,6.188254556,-10.02880408
id206,3,19.6,0.047266667,0.0608,0.108066667,278.5833,245.52,15.6667,1.7167,33.0600,62.46742538,-10.7129872,-2.465584341
id207,3,24.26666667,0.0822,0.1161,0.1983,429.5033,392.86,19.6667,2.5633,36.6433,108.2537506,25.46285338,27.36358787
id208,3,16.25,0.02045,0.03315,0.0536,107.335,78.12,6,0.605,29.2200,-13.61907393,-70.99042183,3.547288413
id209,3,13,0.0407,0.0428,0.0835,162.05,131.24,9,0.94,30.8100,-175.1244098,-157.6150111,52.67799982
id210,3,18.93333333,0.059966667,0.071133333,0.1311,347.73,315.6267,17.6667,2.0433,32.0967,74.01159391,-9.420658839,-39.56224877
id211,3,21.73333333,0.071,0.056666667,0.127666667,281.3567,241.64,14.3333,1.68,39.7133,-106.5981507,26.86468742,-3.853291627
id212,3,16.95,0.00415,0.05485,0.059,313.89,274.55,14,1.87,39.3400,62.72651208,-7.105455932,12.32145565
id213,3,16.15,0.05815,0.0655,0.12365,301.31,263.065,14.5,1.805,38.2400,-39.05281068,-65.4978048,-4.61145624
id214,3,22.6,0.063733333,0.084233333,0.147966667,266.7033,236.09,15.2467,1.59,30.6100,-13.19922298,-59.39005279,12.73032982
id215,3,20.46666667,0.055166667,0.061666667,0.116833333,269.2133,232.48,13.3333,1.6067,36.7333,-117.2999845,35.02515035,-0.939564301
id216,3,20.6,0.066166667,0.060133333,0.1263,268.3667,230.5867,13,1.6167,37.7767,-145.7985907,64.38912231,2.144126312
id217,3,22.85,0.05965,0.05665,0.1163,344.67,306,16.5,2.105,38.6700,-93.49165866,7.617180734,-4.095438173
id218,3,21.4,0.062366667,0.0765,0.138866667,358.8867,326.0433,18.3333,2.1833,32.8433,94.12581995,10.09943619,14.13582553
id219,3,22,0.0701,0.0638,0.1339,348.74,309.1,16,2.11,39.6400,-114.7629064,34.02992851,7.162210977
id220,3,19.1,0.0533,0.061666667,0.114966667,218.6733,167.7033,9,1.2233,50.9667,126.0226022,33.37669439,3.955291293
id221,3,16.45,0.0608,0.06905,0.12985,202.58,166.535,8.5,1.035,36.0450,-129.9974617,50.04949588,1.088889528
id222,3,16.25,0.0534,0.037,0.0904,198.85,165.58,9.5,1.14,33.2700,101.617274,20.02458776,10.22970805
id223,3,13.46666667,0.0521,0.037433333,0.089533333,218.2867,182.85,10.3333,1.2833,35.4333,-111.8624389,21.42999941,-2.329736948
id224,3,5.3,0.0614,0.0214,0.0828,301.64,270.86,15.5,1.755,30.7850,-126.3131034,46.0184384,-4.431719753
id225,3,20.66666667,0.052633333,0.0757,0.128333333,293.4133,252.9067,13,1.7533,40.5033,-154.9497762,78.51777513,2.492627031
id226,3,24.6,0.067333333,0.074466667,0.1418,406.9433,369.6033,20,2.4933,37.3433,145.350214,48.0000694,7.968013324
id227,3,21.56666667,0.051966667,0.0554,0.107366667,305.9067,274.5533,16,1.83,31.3533,125.1570272,35.3400368,25.92220394
id228,3,34.5,0.0567,0.062633333,0.119333333,301.67,267.5167,15.3333,1.82,34.1533,-39.50697363,-67.31375162,23.56101096
id229,3,18.53333333,0.0352,0.061366667,0.096566667,168.9667,138.8567,10.3333,0.98,30.1167,102.8961082,16.60763739,-6.324077472
id230,3,18.73333333,0.061566667,0.066766667,0.128333333,354.4567,318.22,17.6667,2.1367,36.2367,118.1011609,28.90785176,-1.131223431
id231,3,23.26666667,0.064666667,0.0778,0.142466667,342.2633,311.1967,19,2.0767,31.0633,106.2770964,19.39092373,1.993837882
id232,3,24.9,0.074366667,0.058566667,0.132933333,558.9633,520.61,28.66,3.4267,38.3533,122.5253882,32.45102303,0.513376757
id233,3,22.96666667,0.0873,0.1106,0.1979,409.4267,373.5567,20,2.4467,35.8667,88.1762919,10.03557227,9.528695469
id234,3,22.93333333,0.057766667,0.0656,0.123366667,336.47,302.5567,18,1.99,33.9167,91.06076426,5.83895887,-8.250843738
id235,3,21.56666667,0.066066667,0.070633333,0.1367,332.5967,292.6733,14.3333,1.9967,39.9267,107.7694799,20.76302171,0.388677621
id236,3,26.2,0.082266667,0.086833333,0.1691,543.4,508.8033,28.6667,3.24,34.5967,82.95374904,1.610968151,6.993939363
id237,3,19.13333333,0.050566667,0.058333333,0.1089,303.11,266.56,15.3333,1.84,36.5467,128.7699141,36.38102997,8.876027457
id238,3,16.2,0.0589,0.0382,0.0971,375.4367,341.6267,21.3333,2.2133,33.8100,129.8907229,35.30782364,-2.640424252
id239,3,19.86666667,0.054,0.052133333,0.106133333,348.3267,312.9867,17.6667,1.9933,35.3467,117.5589604,25.60738539,-6.868771329
id240,3,25.76666667,0.067433333,0.071866667,0.1393,266.1533,234.1133,13.62,1.43,32.0433,102.8705692,13.38593414,-10.42112358
id241,3,17.66666667,0.069133333,0.0556,0.124733333,268.66,227.9933,12,1.6067,40.6733,-123.5318281,39.14950716,2.841342127
id242,3,27.43333333,0.0693,0.075233333,0.144533333,496.2233,459.4333,25,2.98,36.7900,-32.78309487,-49.88060508,33.9862582
id243,3,22.33333333,0.067766667,0.083633333,0.1514,506.5933,470.8667,28.3333,3.08,35.7267,-112.5150253,26.59714978,0.594055913
id244,3,20.23333333,0.061366667,0.049133333,0.1105,286.0667,248.4867,13.3333,1.6933,37.5833,97.91463122,14.92043079,7.503058062
id245,3,19.3,0.064166667,0.082533333,0.1467,285.91,246.2067,13,1.6633,39.7000,74.95902317,-5.897625955,-14.97317096
id246,3,21,0.049933333,0.0422,0.092133333,298.4033,260.3833,14.3333,1.79,38.0233,107.4594058,17.63657088,-11.04193808
id247,3,21.1,0.039566667,0.0448,0.084366667,323.0267,288.1667,16.3333,1.91,34.8600,105.0737111,18.89914035,11.00018733
id248,3,19.9,0.0509,0.0735,0.1244,250.35,215.0067,13,1.5,35.3400,-122.0932061,39.19569465,5.079538097
id249,3,20.23333333,0.04,0.0683,0.1083,225.26,193.6033,11.6667,1.35,31.6533,-153.7360936,-152.9803835,39.75410263
id250,3,19.26666667,0.036866667,0.0376,0.074466667,224.3433,191.0233,11.6667,1.3667,33.3233,-31.05204922,-71.41416044,27.72640739
id251,3,16.8,0.07515,0.0604,0.13555,316.185,277.455,14.5,1.91,38.7300,96.10188743,10.49313857,14.12165727
id252,3,18.16666667,0.0421,0.0556,0.0977,287.5067,246.9,13.3333,1.6767,40.6033,-42.74708776,-57.46894617,-6.882624435
id253,3,18.45,0.0442,0.06105,0.10525,342.085,301.235,14.5,2.025,40.8500,90.62535917,12.34020237,29.55749498
id254,3,13.55,0.0196,0.02645,0.04605,82.565,47.48,3.5,0.475,35.0900,102.8918757,19.14294622,29.90004524
id255,3,19.93333333,0.041433333,0.049333333,0.090766667,162.4333,134.0567,8.7933,0.9333,28.3767,-122.969967,41.17401764,-1.898837097
id256,3,22.63333333,0.085566667,0.074033333,0.1596,460.0333,428.3433,26.6667,2.8033,31.6900,-114.7678524,31.34710165,-2.558687455
id257,3,13.8,0.059466667,0.053233333,0.1127,308.56,273.1033,15.3333,1.8133,35.4500,102.7086926,-181.9776086,48.68181723
id258,3,24,0.079,0.0899,0.1689,411.45,368.23,19,2.49,43.2200,-115.292215,27.23966255,0.852118181
